"","UNITID","OPEID6","INSTNM","CONTROL","MAIN","CIPCODE","CIPDESC","CREDLEV","CREDDESC","IPEDSCOUNT1","IPEDSCOUNT2","DEBT_ALL_STGP_ANY_N","DEBT_ALL_STGP_ANY_MEAN","DEBT_ALL_STGP_ANY_MDN","DEBT_ALL_STGP_EVAL_N","DEBT_ALL_STGP_EVAL_MEAN","DEBT_ALL_STGP_EVAL_MDN","DEBT_ALL_PP_ANY_N","DEBT_ALL_PP_ANY_MEAN","DEBT_ALL_PP_ANY_MDN","DEBT_ALL_PP_EVAL_N","DEBT_ALL_PP_EVAL_MEAN","DEBT_ALL_PP_EVAL_MDN","DEBT_MALE_STGP_ANY_N","DEBT_MALE_STGP_ANY_MEAN","DEBT_MALE_STGP_ANY_MDN","DEBT_MALE_STGP_EVAL_N","DEBT_MALE_STGP_EVAL_MEAN","DEBT_MALE_STGP_EVAL_MDN","DEBT_MALE_PP_ANY_N","DEBT_MALE_PP_ANY_MEAN","DEBT_MALE_PP_ANY_MDN","DEBT_MALE_PP_EVAL_N","DEBT_MALE_PP_EVAL_MEAN","DEBT_MALE_PP_EVAL_MDN","DEBT_NOTMALE_STGP_ANY_N","DEBT_NOTMALE_STGP_ANY_MEAN","DEBT_NOTMALE_STGP_ANY_MDN","DEBT_NOTMALE_STGP_EVAL_N","DEBT_NOTMALE_STGP_EVAL_MEAN","DEBT_NOTMALE_STGP_EVAL_MDN","DEBT_NOTMALE_PP_ANY_N","DEBT_NOTMALE_PP_ANY_MEAN","DEBT_NOTMALE_PP_ANY_MDN","DEBT_NOTMALE_PP_EVAL_N","DEBT_NOTMALE_PP_EVAL_MEAN","DEBT_NOTMALE_PP_EVAL_MDN","DEBT_PELL_STGP_ANY_N","DEBT_PELL_STGP_ANY_MEAN","DEBT_PELL_STGP_ANY_MDN","DEBT_PELL_STGP_EVAL_N","DEBT_PELL_STGP_EVAL_MEAN","DEBT_PELL_STGP_EVAL_MDN","DEBT_PELL_PP_ANY_N","DEBT_PELL_PP_ANY_MEAN","DEBT_PELL_PP_ANY_MDN","DEBT_PELL_PP_EVAL_N","DEBT_PELL_PP_EVAL_MEAN","DEBT_PELL_PP_EVAL_MDN","DEBT_NOPELL_STGP_ANY_N","DEBT_NOPELL_STGP_ANY_MEAN","DEBT_NOPELL_STGP_ANY_MDN","DEBT_NOPELL_STGP_EVAL_N","DEBT_NOPELL_STGP_EVAL_MEAN","DEBT_NOPELL_STGP_EVAL_MDN","DEBT_NOPELL_PP_ANY_N","DEBT_NOPELL_PP_ANY_MEAN","DEBT_NOPELL_PP_ANY_MDN","DEBT_NOPELL_PP_EVAL_N","DEBT_NOPELL_PP_EVAL_MEAN","DEBT_NOPELL_PP_EVAL_MDN","DEBT_ALL_PP_ANY_MDN10YRPAY","DEBT_ALL_PP_EVAL_MDN10YRPAY","DEBT_ALL_STGP_ANY_MDN10YRPAY","DEBT_ALL_STGP_EVAL_MDN10YRPAY","EARN_COUNT_NWNE_HI_1YR","EARN_CNTOVER150_HI_1YR","EARN_COUNT_WNE_HI_1YR","EARN_MDN_HI_1YR","EARN_COUNT_NWNE_HI_2YR","EARN_CNTOVER150_HI_2YR","EARN_COUNT_WNE_HI_2YR","EARN_MDN_HI_2YR","BBRR2_FED_COMP_N","BBRR2_FED_COMP_DFLT","BBRR2_FED_COMP_DLNQ","BBRR2_FED_COMP_FBR","BBRR2_FED_COMP_DFR","BBRR2_FED_COMP_NOPROG","BBRR2_FED_COMP_MAKEPROG","BBRR2_FED_COMP_PAIDINFULL","BBRR2_FED_COMP_DISCHARGE","BBRR3_FED_COMP_N","BBRR3_FED_COMP_DFLT","BBRR3_FED_COMP_DLNQ","BBRR3_FED_COMP_FBR","BBRR3_FED_COMP_DFR","BBRR3_FED_COMP_NOPROG","BBRR3_FED_COMP_MAKEPROG","BBRR3_FED_COMP_PAIDINFULL","BBRR3_FED_COMP_DISCHARGE","EARN_COUNT_PELL_WNE_1YR","EARN_PELL_WNE_MDN_1YR","EARN_COUNT_NOPELL_WNE_1YR","EARN_NOPELL_WNE_MDN_1YR","EARN_COUNT_MALE_WNE_1YR","EARN_MALE_WNE_MDN_1YR","EARN_COUNT_NOMALE_WNE_1YR","EARN_NOMALE_WNE_MDN_1YR","EARN_COUNT_NE_3YR","EARN_NE_MDN_3YR","EARN_COUNT_WNE_3YR","EARN_CNTOVER150_3YR","EARN_COUNT_PELL_NE_3YR","EARN_PELL_NE_MDN_3YR","EARN_COUNT_NOPELL_NE_3YR","EARN_NOPELL_NE_MDN_3YR","EARN_COUNT_MALE_NE_3YR","EARN_MALE_NE_MDN_3YR","EARN_COUNT_NOMALE_NE_3YR","EARN_NOMALE_NE_MDN_3YR","EARN_COUNT_NWNE_1YR","EARN_COUNT_WNE_1YR","EARN_MDN_1YR","EARN_GT_THRESHOLD_1YR","EARN_COUNT_HIGH_CRED_1YR","EARN_IN_STATE_1YR","EARN_COUNT_NWNE_4YR","EARN_COUNT_WNE_4YR","EARN_MDN_4YR","EARN_GT_THRESHOLD_4YR","EARN_COUNT_PELL_WNE_4YR","EARN_PELL_WNE_MDN_4YR","EARN_COUNT_NOPELL_WNE_4YR","EARN_NOPELL_WNE_MDN_4YR","EARN_COUNT_MALE_WNE_4YR","EARN_COUNT_NOMALE_WNE_4YR","EARN_COUNT_HIGH_CRED_4YR","EARN_IN_STATE_4YR","BBRR1_FED_COMP_N","BBRR1_FED_COMP_DFLT","BBRR1_FED_COMP_DLNQ","BBRR1_FED_COMP_FBR","BBRR1_FED_COMP_DFR","BBRR1_FED_COMP_NOPROG","BBRR1_FED_COMP_MAKEPROG","BBRR1_FED_COMP_PAIDINFULL","BBRR1_FED_COMP_DISCHARGE","BBRR4_FED_COMP_N","BBRR4_FED_COMP_DFLT","BBRR4_FED_COMP_DLNQ","BBRR4_FED_COMP_FBR","BBRR4_FED_COMP_DFR","BBRR4_FED_COMP_NOPROG","BBRR4_FED_COMP_MAKEPROG","BBRR4_FED_COMP_PAIDINFULL","BBRR4_FED_COMP_DISCHARGE","DISTANCE","Gender","Earnings"
"231","110699","001319","University of California-San Francisco","Public",1,"5112","Medicine.",6,"Doctoral Degree","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","108","110","67612","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","100","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","0.20 - 0.39","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","234","76181","109","108","57","77939","177","76116","109","80452","126","75234","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","233","109443","PrivacySuppressed","57","114036","176","109646","107","126","124","150","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","100","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","0.20 - 0.39","PrivacySuppressed",0,"EARN_MALE_WNE_MDN_4YR",108148
"232","110705","001320","University of California-Santa Barbara","Public",1,"1107","Computer Science.",3,"Bachelor's Degree","112","145","55","13309","11000","53","13526","13500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","42","13464","PrivacySuppressed","40","13759","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","13","PrivacySuppressed","PrivacySuppressed","13","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","33","12855","13500","32","12956","13667","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","22","13990","10994","21","14395","11000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","117","143","7","76","80","86276","8","74","83","81554","70","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.40 - 0.59","0.40 - 0.59","<=0.20","83","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.40 - 0.59","0.40 - 0.59","<=0.20","44","97206","19","77523","56","84506","PrivacySuppressed","PrivacySuppressed","91","96623","84","81","60","94736","31","104508","74","98343","17","93841","7","63","93383","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","6","88","118830","PrivacySuppressed","55","119530","32","120105","72","16","PrivacySuppressed","74","67","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.20 - 0.39","0.20 - 0.39","<=0.20","83","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.20 - 0.39","0.40 - 0.59","<=0.20",1,"EARN_MALE_WNE_MDN_4YR",122656
"233","111948","001164","Chapman University","Private, nonprofit",1,"5202","Business Administration, Management and Operations.",5,"Master's Degree","113","70","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","58","78687","79168","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","28","70146","72548","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","30","86657","92919","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","24","78812","74306","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","34","78598","81767","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","901","1","68","70","76310","2","80","82","80459","71","<=0.20","<=0.20","0.20 - 0.39","<=0.20","0.20 - 0.39","<=0.20","<=0.20","<=0.20","76","<=0.20","<=0.20","<=0.20","<=0.20","0.20 - 0.39","0.20 - 0.39","0.20 - 0.39","<=0.20","35","73835","44","67911","41","73703","39","75653","86","88247","84","80","33","96081","53","85357","53","87309","34","100010","6","79","73490","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","2","84","116606","PrivacySuppressed","34","118539","50","115315","51","33","PrivacySuppressed","71","61","<=0.20","<=0.20","0.40 - 0.59","<=0.20","0.20 - 0.39","<=0.20","<=0.20","<=0.20","76","<=0.20","<=0.20","0.40 - 0.59","<=0.20","<=0.20","<=0.20","0.20 - 0.39","<=0.20",1,"EARN_MALE_WNE_MDN_4YR",115915
"234","112251","001169","Claremont Graduate University","Private, nonprofit",1,"5202","Business Administration, Management and Operations.",5,"Master's Degree","80","64","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","21","113595","111000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","11","127834","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","10","97931","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","1263","2","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","1","28","31","61020","24","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","27","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","18","70719","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","22","50962","56","84759","30","29","24","76885","31","89073","26","79313","28","85613","7","35","60882","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","4","53","110342","PrivacySuppressed","20","98511","32","132436","28","25","22","44","31","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","27","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1,"EARN_MALE_WNE_MDN_4YR",103154
"235","121150","010149","Pepperdine University","Private, nonprofit",1,"2201","Law.",6,"Doctoral Degree","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","141759","154886","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","135544","129645","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","146883","161380","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","148526","163644","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","135845","137995","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","1762","13","255","278","66898","17","251","276","71015","298","<=0.05","<=0.05","0.10 - 0.14","<=0.05","0.60 - 0.64","0.10 - 0.14","0.10 - 0.14","<=0.05","292","<=0.05","<=0.05","0.10 - 0.14","<=0.05","0.50 - 0.54","0.10 - 0.14","0.20 - 0.24","<=0.05","98","73522","140","74524","100","67419","138","79133","297","90146","285","269","96","88159","201","91421","152","94579","144","86955","9","238","73898","199","PrivacySuppressed","PrivacySuppressed","11","284","107550","263","89","98329","194","112234","142","143","PrivacySuppressed","217","245","<=0.05","<=0.05","0.50 - 0.54","<=0.05","0.30 - 0.34","<=0.05","0.05 - 0.09","<=0.05","292","<=0.05","<=0.05","0.45 - 0.49","<=0.05","0.20 - 0.24","0.05 - 0.09","0.20 - 0.24","<=0.05",0,"EARN_MALE_WNE_MDN_4YR",112860
"236","122612","001325","University of San Francisco","Private, nonprofit",1,"4404","Public Administration.",5,"Master's Degree","65","62","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","84","54018","48010","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","26","53499","42742","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","58","54250","51625","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","55","54320","48400","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","29","53443","47000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","546","4","129","136","76025","0","50","52","79284","106","<=0.10","<=0.10","0.10 - 0.19","<=0.10","0.40 - 0.49","0.20 - 0.29","<=0.10","<=0.10","83","<=0.20","<=0.20","0.20 - 0.39","<=0.20","0.20 - 0.39","<=0.20","<=0.20","<=0.20","73","80151","39","84513","40","78809","73","82737","52","95947","52","49","29","93073","23","113028","19","88350","32","96501","3","113","81881","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","3","55","104363","PrivacySuppressed","31","101969","24","131989","21","34","PrivacySuppressed","43","96","<=0.20","<=0.20","0.40 - 0.59","<=0.20","0.20 - 0.39","<=0.20","<=0.20","<=0.20","83","<=0.20","<=0.20","0.60 - 0.79","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20",2,"EARN_MALE_WNE_MDN_4YR",104380
"237","122931","001326","Santa Clara University","Private, nonprofit",1,"1408","Civil Engineering.",3,"Bachelor's Degree","19","17","16","PrivacySuppressed","PrivacySuppressed","16","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","2","27","28","79473","28","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.60 - 0.79","PrivacySuppressed","PrivacySuppressed","32","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","39","88047","30","29","PrivacySuppressed","PrivacySuppressed","30","88880","22","87825","16","86751","0","16","80342","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","38","100598","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","27","107893","21","17","PrivacySuppressed","36","18","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","32","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed",1,"EARN_MALE_WNE_MDN_4YR",100439
"238","122931","001326","Santa Clara University","Private, nonprofit",1,"5203","Accounting and Related Services.",3,"Bachelor's Degree","71","86","54","PrivacySuppressed","19250","54","PrivacySuppressed","18625","10","PrivacySuppressed","PrivacySuppressed","10","PrivacySuppressed","PrivacySuppressed","16","PrivacySuppressed","PrivacySuppressed","16","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","38","PrivacySuppressed","PrivacySuppressed","38","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","18","PrivacySuppressed","PrivacySuppressed","18","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","36","PrivacySuppressed","PrivacySuppressed","36","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","204","197","1","65","67","67828","0","82","84","69740","63","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.40 - 0.59","0.20 - 0.39","<=0.20","80","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.40 - 0.59","0.40 - 0.59","<=0.20","18","67484","48","72616","25","72132","41","69832","84","87254","81","81","34","86313","49","88250","40","88047","44","86726","1","66","71431","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","5","81","101411","PrivacySuppressed","33","102445","48","102080","38","43","PrivacySuppressed","70","58","<=0.20","<=0.20","0.20 - 0.39","<=0.20","<=0.20","0.20 - 0.39","0.20 - 0.39","<=0.20","80","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.20 - 0.39","0.40 - 0.59","<=0.20",1,"EARN_MALE_WNE_MDN_4YR",104839
"239","123961","001328","University of Southern California","Private, nonprofit",1,"1408","Civil Engineering.",3,"Bachelor's Degree","29","25","30","PrivacySuppressed","8125","30","PrivacySuppressed","8125","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","16","PrivacySuppressed","PrivacySuppressed","16","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","14","PrivacySuppressed","PrivacySuppressed","14","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","17","PrivacySuppressed","PrivacySuppressed","17","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","13","PrivacySuppressed","PrivacySuppressed","13","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","86","86","0","25","25","75576","2","31","33","74576","31","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","PrivacySuppressed","37","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","45","85981","30","30","28","86087","17","81809","24","85367","20","86099","1","20","79015","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","2","47","106533","PrivacySuppressed","29","109549","17","99567","24","22","16","38","27","PrivacySuppressed","PrivacySuppressed","0.20 - 0.39","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","37","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed",1,"EARN_MALE_WNE_MDN_4YR",104865
"240","123961","001328","University of Southern California","Private, nonprofit",1,"1435","Industrial Engineering.",3,"Bachelor's Degree","67","54","33","PrivacySuppressed","18250","33","PrivacySuppressed","17704","15","PrivacySuppressed","PrivacySuppressed","15","PrivacySuppressed","PrivacySuppressed","17","PrivacySuppressed","PrivacySuppressed","17","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","16","PrivacySuppressed","PrivacySuppressed","16","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","11","PrivacySuppressed","PrivacySuppressed","11","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","22","PrivacySuppressed","PrivacySuppressed","22","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","193","188","1","39","44","70709","1","59","61","78029","53","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.40 - 0.59","0.20 - 0.39","<=0.20","57","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.40 - 0.59","0.20 - 0.39","<=0.20","27","68662","17","82067","21","73519","22","74395","67","94145","58","54","30","93670","37","93481","36","93687","32","97629","3","41","73951","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","3","67","114688","PrivacySuppressed","29","116995","37","115362","34","33","PrivacySuppressed","45","35","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","PrivacySuppressed","0.20 - 0.39","PrivacySuppressed","PrivacySuppressed","57","<=0.20","<=0.20","0.40 - 0.59","<=0.20","<=0.20","0.20 - 0.39","0.20 - 0.39","<=0.20",1,"EARN_MALE_WNE_MDN_4YR",107995
